"cpsigen","cpsa3","cpsg1","cpso11","cpsa2"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,"d.k.","verymuch opposed",NA,"very likely"
"male","bloc quebecois","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male","bloc quebecois","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,"bloc quebecois","somewhat favour",NA,"very likely"
"female","liberal","somewhat opposed",NA,"very likely"
NA,"d.k.","verymuch opposed",NA,"somewhat likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,"d.k.","verymuch opposed",NA,"somewhat likely"
"female","conservative","somewhat favour",NA,"very likely"
NA,NA,NA,NA,NA
NA,"bloc quebecois","somewhat opposed",NA,"very likely"
"female","d.k.","verymuch opposed",NA,"somewhatunlikely"
NA,"bloc quebecois","somewhat opposed",NA,"very likely"
"female","other","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,"bloc quebecois","somewhat opposed",NA,"somewhat likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,"bloc quebecois","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"male","none","verymuch opposed",NA,"d.k."
NA,NA,NA,NA,NA
"male","will not vote","somewhat favour",NA,"very unlikely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,"bloc quebecois","somewhat favour",NA,"somewhat likely"
NA,NA,NA,NA,NA
NA,"bloc quebecois","verymuch opposed",NA,"somewhatunlikely"
NA,NA,NA,NA,NA
"female","conservative","somewhat opposed",NA,"very likely"
"male","bloc quebecois","somewhat favour",NA,"very likely"
"female","conservative","somewhat favour",NA,"very likely"
"female","conservative","verymuch opposed",NA,"very likely"
NA,"d.k.","verymuch opposed",NA,"very likely"
"female","bloc quebecois","verymuch opposed",NA,"very likely"
"male","bloc quebecois","verymuch opposed",NA,"very likely"
"male","d.k.","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"male","d.k.","verymuch opposed",NA,"somewhat likely"
"male","will not vote","somewhat favour",NA,"very unlikely"
"female","d.k.","verymuch opposed",NA,"somewhat likely"
NA,"conservative","somewhat opposed",NA,"very likely"
"male","bloc quebecois","verymuch opposed",NA,"very likely"
"male","d.k.","somewhat favour",NA,"somewhatunlikely"
"male","liberal","verymuch opposed",NA,"very unlikely"
NA,"d.k.","somewhat opposed",NA,"very likely"
"male","bloc quebecois","verymuch opposed",NA,"somewhat likely"
NA,NA,NA,NA,NA
"female","bloc quebecois","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male","will not vote","verymuch opposed",NA,"somewhat likely"
"female","d.k.","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"female","conservative","somewhat opposed",NA,"very likely"
NA,"bloc quebecois","verymuch opposed",NA,"very likely"
"male","bloc quebecois","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male","d.k.","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,"bloc quebecois","somewhat opposed",NA,"very likely"
"male","liberal","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,"d.k.","somewhat opposed",NA,"very likely"
NA,"bloc quebecois","verymuch opposed",NA,"very likely"
"female","conservative","somewhat favour",NA,"very likely"
"male","bloc quebecois","verymuch opposed",NA,"very likely"
"male","liberal","somewhat favour",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male","liberal","somewhat favour",NA,"very likely"
"male","conservative","verymuch opposed",NA,"very unlikely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,"conservative","somewhat favour",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,"d.k.","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
"female","bloc quebecois","somewhat favour",NA,"somewhat likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","liberal","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,"bloc quebecois","somewhat opposed",NA,"very likely"
"male","bloc quebecois","verymuch opposed",NA,"very unlikely"
"male","d.k.","verymuch opposed",NA,"very likely"
NA,"will not vote","somewhat opposed",NA,"very unlikely"
"male","will not vote","somewhat opposed",NA,"somewhatunlikely"
NA,"liberal","verymuch opposed",NA,"very likely"
NA,"refused","somewhat favour",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","liberal","verymuch opposed",NA,"very likely"
NA,"bloc quebecois","somewhat favour",NA,"very likely"
"female","bloc quebecois","somewhat favour",NA,"very likely"
"female","bloc quebecois","verymuch favour",NA,"very likely"
NA,"d.k.","somewhat opposed",NA,"very likely"
"female","liberal","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,"d.k.","somewhat opposed",NA,"very likely"
"male","bloc quebecois","verymuch favour",NA,"very likely"
NA,NA,NA,NA,NA
"male","conservative","somewhat favour",NA,"very likely"
NA,"d.k.","somewhat opposed",NA,"somewhat likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male","d.k.","somewhat favour",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","liberal","verymuch opposed",NA,"very likely"
"female","bloc quebecois","verymuch opposed",NA,"very likely"
"male","bloc quebecois","verymuch opposed",NA,"very likely"
NA,"d.k.","verymuch opposed",NA,"somewhat likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male","bloc quebecois","somewhat favour",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male","bloc quebecois","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,"bloc quebecois","verymuch opposed",NA,"very likely"
NA,"d.k.","verymuch opposed",NA,"somewhat likely"
"male","bloc quebecois","verymuch opposed",NA,"somewhat likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male","bloc quebecois","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","liberal","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,"d.k.","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,"bloc quebecois","d.k.",NA,"somewhat likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male","bloc quebecois","somewhat favour",NA,"very likely"
NA,"bloc quebecois","somewhat favour",NA,"very likely"
"male","conservative","verymuch opposed",NA,"d.k."
NA,NA,NA,NA,NA
NA,"liberal","verymuch opposed",NA,"somewhat likely"
"female","d.k.","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male","bloc quebecois","somewhat favour",NA,"very likely"
"male","bloc quebecois","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","liberal","somewhat favour",NA,"very likely"
NA,"d.k.","verymuch opposed",NA,"somewhat likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male","bloc quebecois","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male","bloc quebecois","verymuch opposed",NA,"very likely"
NA,"d.k.","somewhat opposed",NA,"somewhat likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male","bloc quebecois","verymuch opposed",NA,"somewhat likely"
"male","bloc quebecois","somewhat opposed",NA,"very likely"
"male","bloc quebecois","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,"bloc quebecois","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"female","bloc quebecois","somewhat opposed",NA,"somewhat likely"
"male","reform","verymuch opposed",NA,"very likely"
"male","bloc quebecois","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,"d.k.","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,"conservative","somewhat opposed",NA,"somewhat likely"
NA,NA,NA,NA,NA
"female","d.k.","verymuch opposed",NA,"very likely"
"female","bloc quebecois","verymuch favour",NA,"very likely"
NA,"liberal","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"female","d.k.","somewhat favour",NA,"very likely"
NA,NA,NA,NA,NA
"male","bloc quebecois","verymuch opposed",NA,"very likely"
NA,"bloc quebecois","somewhat favour",NA,"very likely"
NA,"bloc quebecois","verymuch opposed",NA,"very likely"
"male","liberal","verymuch opposed",NA,"very likely"
NA,"liberal","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male","d.k.","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,"d.k.","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","bloc quebecois","verymuch opposed",NA,"very likely"
"female","bloc quebecois","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"male","d.k.","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male","conservative","verymuch favour",NA,"very likely"
"male","bloc quebecois","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"male","d.k.","somewhat opposed",NA,"somewhat likely"
"male","liberal","somewhat opposed",NA,"very likely"
"female","other","verymuch favour",NA,"very likely"
NA,NA,NA,NA,NA
"male","bloc quebecois","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","bloc quebecois","verymuch opposed",NA,"very likely"
NA,"bloc quebecois","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
"male","bloc quebecois","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"female","conservative","verymuch favour",NA,"very likely"
"male","bloc quebecois","somewhat opposed",NA,"very likely"
NA,"d.k.","somewhat favour",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male","conservative","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"female","bloc quebecois","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"female","bloc quebecois","somewhat favour",NA,"very likely"
"female","d.k.","somewhat opposed",NA,"very likely"
"female","liberal","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,"d.k.","somewhat opposed",NA,"d.k."
NA,"bloc quebecois","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
"male","bloc quebecois","verymuch opposed",NA,"very unlikely"
NA,"conservative","somewhat opposed",NA,"very likely"
NA,"d.k.","verymuch opposed",NA,"somewhat likely"
NA,NA,NA,NA,NA
"female","d.k.","verymuch opposed",NA,"very likely"
"male","conservative","verymuch favour",NA,"very likely"
NA,"liberal","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,"conservative","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,"bloc quebecois","verymuch favour",NA,"very likely"
NA,"liberal","verymuch opposed",NA,"somewhat likely"
NA,NA,NA,NA,NA
NA,"bloc quebecois","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,"bloc quebecois","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"male","conservative","somewhat opposed",NA,"very likely"
"female","d.k.","somewhat opposed",NA,"somewhat likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male","conservative","somewhat favour",NA,"very likely"
"male","bloc quebecois","verymuch opposed",NA,"very likely"
"male","bloc quebecois","verymuch opposed",NA,"very likely"
NA,"liberal","verymuch opposed",NA,"somewhat likely"
NA,NA,NA,NA,NA
NA,"d.k.","somewhat favour",NA,"somewhat likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,"bloc quebecois","verymuch opposed",NA,"somewhat likely"
NA,NA,NA,NA,NA
NA,"bloc quebecois","verymuch opposed",NA,"somewhat likely"
NA,NA,NA,NA,NA
"male","bloc quebecois","somewhat favour",NA,"very likely"
NA,"d.k.","somewhat opposed",NA,"very likely"
NA,"bloc quebecois","verymuch opposed",NA,"somewhat likely"
"female","liberal","verymuch opposed",NA,"very unlikely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,"bloc quebecois","somewhat favour",NA,"very likely"
"male","bloc quebecois","verymuch favour",NA,"very likely"
"female","bloc quebecois","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,"d.k.","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male","conservative","verymuch favour",NA,"somewhat likely"
NA,"liberal","somewhat opposed",NA,"very likely"
"male","conservative","verymuch favour",NA,"somewhat likely"
"female","bloc quebecois","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,"d.k.","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"female","conservative","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male","liberal","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"male","d.k.","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male","other","verymuch opposed",NA,"very likely"
NA,"d.k.","somewhat favour",NA,"very likely"
"female","d.k.","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male","liberal","verymuch opposed",NA,"somewhat likely"
NA,NA,NA,NA,NA
NA,"bloc quebecois","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"female","bloc quebecois","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"male","bloc quebecois","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"female","d.k.","verymuch opposed",NA,"very likely"
NA,"liberal","somewhat favour",NA,"very likely"
NA,"liberal","verymuch opposed",NA,"somewhat likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male","d.k.","verymuch opposed",NA,"somewhat likely"
"male","bloc quebecois","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,"refused","somewhat opposed",NA,"somewhat likely"
"male","liberal","somewhat favour",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","liberal","verymuch opposed",NA,"very likely"
NA,"d.k.","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male","bloc quebecois","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male","bloc quebecois","somewhat opposed",NA,"very likely"
"male","conservative","verymuch opposed",NA,"somewhat likely"
"female","d.k.","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"male","bloc quebecois","verymuch opposed",NA,"very likely"
"male","conservative","verymuch opposed",NA,"somewhat likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","ndp","verymuch opposed",NA,"somewhat likely"
NA,NA,NA,NA,NA
"male","d.k.","verymuch opposed",NA,"somewhat likely"
NA,NA,NA,NA,NA
NA,"d.k.","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
"male","liberal","somewhat opposed",NA,"very likely"
"male","bloc quebecois","somewhat opposed",NA,"very likely"
"male","bloc quebecois","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"female","bloc quebecois","somewhat favour",NA,"somewhat likely"
NA,"bloc quebecois","somewhat favour",NA,"very likely"
"female","bloc quebecois","somewhat favour",NA,"very likely"
NA,NA,NA,NA,NA
"male","d.k.","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male","conservative","somewhat favour",NA,"very likely"
"male","bloc quebecois","somewhat favour",NA,"very likely"
"female","liberal","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","none","somewhat opposed",NA,"somewhat likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","d.k.","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
